DrugBank_ID,Drug_Name,Predicted_Disease_ID,Predicted_Disease_Name,Matched_Targets,Bridging_Genes,Rule_Confidence,Rule_Growth_Rate
DB03076,"3-[[(3R,4S,5S,6R)-7-Benzyl-4,5-dihydroxy-1,1-dioxo-3,6-bis(phenoxymethyl)-1,2,7-thiadiazepan-2-yl]methyl]-N-methylbenzamide",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB03118,(2Z)-1-(5-Chloro-1H-indol-3-yl)-3-hydroxy-3-(1H-tetrazol-5-yl)-2-propen-1-one,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB03141,"3-{[(5R,6R)-5-Benzyl-6-hydroxy-2,4-bis(4-hydroxybenzyl)-3-oxo-1,2,4-triazepan-1-yl]sulfonyl}benzonitril",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB03676,Cystein-S-Yl Cacodylate,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB03768,"N-[2-Hydroxy-2-(8-Isopropyl-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-11-Yl)-Ethyl]-N-(3-Methyl-Butyl)-Benzenesulfonamide,Inhibitor 3",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB03803,"N,N-[2,5-O-dibenzyl-glucaryl]-DI-[valinyl-aminomethanyl-pyridine]",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB03908,"N,N-[2,5-O-[Dibenzyl]-glucaryl]-DI-[isoleucyl-amido-methane]",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB03963,S-(Dimethylarsenic)Cysteine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,"MSRA, COPG1, NOS3, TLR2, XRCC4",0.7441860465116279,16.578658604859477
DB04042,"2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB04190,"2,5-dibenzyloxy-3-hydroxy-hexanedioic acid bis-[(2-hydroxy-indan-1-yl)-amide]",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB04191,Skf 107457,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB04255,Inhibitor BEA388,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB04353,"Tert-butyl N-[(2S,5R)-6-[[(2S)-5-amino-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-5-benzyl-3,6-dioxo-1-phenylhexan-2-yl]carbamate",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB02804,A-98881,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB02972,1-Benzyl-(R)-Propylamine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB04454,Alpha-Aminobutyric Acid,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,"GATM, EGF",0.7441860465116279,16.578658604859477
DB04490,3-(Mercaptomethylene)Pyridine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB05328,VGV-1,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB05228,RDEA806,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB06198,Alovudine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB06166,Fosdevirine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB05961,PPL-100,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,"SERPINA1, SERPINA5, SERPING1",0.7441860465116279,16.578658604859477
DB05871,UC-781,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB04887,Brecanavir,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB04886,Calanolide A,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB04609,INHIBITOR Q8467 OF DUPONT MERCK,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB04547,Inhibitor BEA409,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB02413,Hydroxyethylcysteine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB02411,"2-(11-{2-[Benzenesulfonyl-(3-Methyl-Butyl)-Amino]-1-Hydroxy-Ethyl}-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-8-Yl)-Acetamide, Inhibitor 2",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB02189,"2',3'-Dideoxyadenosine triphosphate",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB02102,Mozenavir,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08331,"N-1H-imidazol-2-yl-N'-[4-(1H-imidazol-2-ylamino)phenyl]benzene-1,4-diamine",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08286,1-Naphthoxyacetic acid,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08284,"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-iodophenyl)thiocarbamate",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08282,"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-chlorophenyl)thiocarbamate",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08372,1-[2-(4-ETHOXY-3-FLUOROPYRIDIN-2-YL)ETHYL]-3-(5-METHYLPYRIDIN-2-YL)THIOUREA,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08379,6-(4-chloro-2-fluoro-3-phenoxybenzyl)pyridazin-3(2H)-one,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08414,PNU-142721,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08421,PIPERIDINE-2-CARBOXYLIC ACID TERT-BUTYLAMIDE,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08459,"3-chloro-5-[2-chloro-5-(1H-pyrazolo[3,4-b]pyridin-3-ylmethoxy)phenoxy]benzonitrile",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08460,MK-4965,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08474,3-(CARBOXYAMIDE(2-CARBOXYAMIDE-2-TERTBUTYLETHYL))PENTAN,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08494,"S-{2-[(2-chloro-4-sulfamoylphenyl)amino]-2-oxoethyl} 6-methyl-3,4-dihydroquinoline-1(2H)-carbothioate",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08428,3(S)-AMINO-4-PHENYL-BUTAN-2(S)-OL,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08444,"3-[2-bromo-4-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-methylbenzonitrile",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB05398,C31G,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,CD9,0.7441860465116279,16.578658604859477
DB05644,KP-1461,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB06910,"[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07018,5-ETHYL-3-[(2-METHOXYETHYL)METHYLAMINO]-6-METHYL-4-(3-METHYLBENZYL)PYRIDIN-2(1H)-ONE,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07035,"(2E)-3-{3-[(5-ETHYL-3-IODO-6-METHYL-2-OXO-1,2-DIHYDROPYRIDIN-4-YL)OXY]PHENYL}ACRYLONITRILE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07184,"6-(cyclohexylsulfanyl)-1-(ethoxymethyl)-5-(1-methylethyl)pyrimidine-2,4(1H,3H)-dione",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07327,R-95845,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07332,"ALPHA-(2,6-DICHLOROPHENYL)-ALPHA-(2-ACETYL-5-METHYLANILINO)ACETAMIDE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07337,"4-[4-AMINO-6-(5-CHLORO-1H-INDOL-4-YLMETHYL)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07343,"4-[4-AMINO-6-(2,6-DICHLORO-PHENOXY)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07451,1-(5-BROMO-PYRIDIN-2-YL)-3-[2-(6-FLUORO-2-HYDROXY-3-PROPIONYL-PHENYL)-CYCLOPROPYL]-UREA,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07472,"(R)-(+)9B-(3-METHYL)PHENYL-2,3-DIHYDROTHIAZOLO[2,3-A]ISOINDOL-5(9BH)-ONE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07473,"(R)-(+) 5(9BH)-OXO-9B-PHENYL-2,3-DIHYDROTHIAZOLO[2,3-A]ISOINDOL-3-CARBOXYLIC ACID METHYL ESTER",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07499,"N-(4-{[amino(imino)methyl]amino}butyl)-2,4'-bi-1,3-thiazole-4-carboxamide",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB06236,Elvucitabine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB06581,Bevirimat,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB06619,Amdoxovir,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB06874,"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07634,"(2,6-Dimethylphenoxy)acetic acid",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07679,"(9S,12S)-9-(1-methylethyl)-7,10-dioxo-2-oxa-8,11-diazabicyclo[12.2.2]octadeca-1(16),14,17-triene-12-carboxylic acid",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07781,N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-NITRILOMETHYL-PYRIDYL]-THIOUREA,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07797,N-[[3-FLUORO-4-ETHOXY-PYRID-2-YL]ETHYL]-N'-[5-CHLORO-PYRIDYL]-THIOUREA,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07806,"(2R,4S)-2-[(R)-BENZYLCARBAMOYL-PHENYLACETYL-METHYL]-5,5-DIMETHYL-THIAZOLIDINE-4-CARBOXYLIC ACID",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07820,"6-(3',5'-DIMETHYLBENZYL)-1-ETHOXYMETHYL-5-ISOPROPYLURACIL",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07826,2-[4-chloro-2-(phenylcarbonyl)phenoxy]-N-phenylacetamide,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07864,4-[(CYCLOPROPYLETHYNYL)OXY]-6-FLUORO-3-ISOPROPYLQUINOLIN-2(1H)-ONE,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07867,6-CHLORO-4-(CYCLOHEXYLOXY)-3-PROPYLQUINOLIN-2(1H)-ONE,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07868,6-CHLORO-4-(CYCLOHEXYLSULFANYL)-3-PROPYLQUINOLIN-2(1H)-ONE,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07869,6-Chloro-4-[(R)-cyclohexylsulfinyl]-3-propyl-2(1H)-quinolinone,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07871,6-CHLORO-4-(CYCLOHEXYLOXY)-3-ISOPROPYLQUINOLIN-2(1H)-ONE,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07884,Opaviraline,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07885,Talviraline,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07892,1-(2-HYDROXYETHYLOXYMETHYL)-6-PHENYL THIOTHYMINE,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07910,"(2S)-2-amino-3-phenylpropane-1,1-diol",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07961,"1-(4-Cyano-phenyl)-3-[2-(2,6-dichloro-phenyl)-1-imino-ethyl]-thiourea",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08027,CAP-1,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08034,"(E)-3,4-DIHYDROXY-N'-[(2-METHOXYNAPHTHALEN-1-YL)METHYLENE]BENZOHYDRAZIDE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08041,3-BENZYLOXYCARBONYLAMINO-2-HYDROXY-4-PHENYL-BUTYRIC ACID,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08115,2-aminoethyl naphthalen-1-ylacetate,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08154,3-chloro-5-[2-chloro-5-(1H-indazol-3-ylmethoxy)phenoxy]benzonitrile,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08188,Emivirine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08211,5-bromo-3-(pyrrolidin-1-ylsulfonyl)-1H-indole-2-carboxamide,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08212,1-[2-(3-ACETYL-2-HYDROXY-6-METHOXY-PHENYL)-CYCLOPROPYL]-3-(5-CYANO-PYRIDIN-2-YL)-THIOUREA,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08231,Myristic acid,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,"RCVRN, NCOA1, GUCA1A, ECI2, PPP3CA, PKIA, ARF1, TLR4, CALM1, HNF4A, CALM2, PPP3R1, CALM3, ARF6, INS, PRKACA, PPARA, GM2A, FKBP1A, LY96, PVR, TRAPPC3, ABL1",0.7441860465116279,16.578658604859477
DB08274,"6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB08281,"O-[2-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] (4-bromophenyl)thiocarbamate",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07505,"N-({(3R,4R)-4-[(benzyloxy)methyl]pyrrolidin-3-yl}methyl)-N-(2-methylpropyl)benzenesulfonamide",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07575,"2,4-DIAMINO-1,5-DIPHENYL-3-HYDROXYPENTANE",C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07578,CP-94707,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB07581,5-AMINO-6-CYCLOHEXYL-4-HYDROXY-2-ISOPROPYL-HEXANOIC ACID,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB11751,Cabotegravir,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB11649,Lersivirine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB11586,Asunaprevir,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB11575,Grazoprevir,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB11779,Danoprevir,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB11808,Faldaprevir,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB11929,Vaniprevir,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB11998,Sorivudine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB12264,Atevirdine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB12405,Triciribine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB12423,Fozivudine Tidoxil,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB12531,Lobucavir,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB12069,Sovaprevir,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
DB12074,Censavudine,C0019693,HIV Infections,TARGET_Gag-Pol_polyprotein,无直接重合(间接机制),0.7441860465116279,16.578658604859477
